id,slug,trading_name,area,published,claimed,verification_state,completeness_score_6,suggested_indexable,review_reasons,suggested_action
a3bd2c25-e8b1-4282-b8c1-b779d344f92f,flostar-plumbing-and-building-services,Flostar Plumbing And Building Services,Ballito,true,false,directory_record,4,true,,retain_review
a3669b70-f39e-4974-826c-0d8e0233fb3f,flow-bro-plumbing,Flow Bro Plumbing,PMB,true,false,directory_record,2,false,missing_services|thin_description,manual_review
8bbc1623-19d6-4e30-9659-fc6fb6fd0e7b,flowrite-property-maintenance-and-plumbing,Flowrite property maintenance and plumbing,PMB,true,false,directory_record,3,true,,retain_review
0f8ac202-9475-4037-a419-8df9034469d3,flush-con,Flush Con,Durban North,true,false,directory_record,3,true,thin_description,manual_review
bdb77efa-c8db-4618-b287-5745a11b4863,forsyth-plumbing,Forsyth Plumbing,PMB,true,false,directory_record,2,true,missing_services|thin_description,manual_review
126eba04-b26c-4083-8183-1d3d5c5f836e,mageba-plumber,Mageba plumber,Durban North,true,true,business_claimed,3,true,thin_description,manual_review
a4e14dac-144a-4617-9352-ee52e47a1c47,foxons-pluming-services,Foxons Pluming Services,Durban South,true,false,directory_record,2,true,missing_services,manual_review
3d46a2c8-3d6a-4487-9289-df95f8c51f95,fuku-training,Fuku Training,Newcastle,true,false,directory_record,2,true,missing_services,manual_review
0b320126-8475-4a95-a00d-8c036a004264,fullsteam-projects-and-trading,FullSteam Projects and Trading,South Coast,true,false,directory_record,3,true,missing_services,manual_review
6e9bea5a-e920-4c97-8b21-402b9b122a5c,fuze-bros-projects,Fuze Bros Projects,Newcastle,true,false,directory_record,3,true,,retain_review
